1754597435.569066 server started (12692): version 3.5a, socket /tmp/tmux-0/default, protocol 8
1754597435.569098 on FreeBSD 14.3-RELEASE FreeBSD 14.3-RELEASE releng/14.3-n271432-8c9ce319fef7 GENERIC
1754597435.569111 using libevent 2.1.12-stable poll
1754597435.569117 using ncurses 6.5 20240427
1754597435.581421 yylex_token: end at WS
1754597435.581424 yylex_token: New After
1754597435.581426 yylex_token: end at WS
1754597435.581429 yylex_token: w
1754597435.581432 yylex_token: end at WS
1754597435.581435 yylex_token: new-window
1754597435.581437 yylex_token: end at }
1754597435.581440 yylex_token: -a
1754597435.581443 yylex_token: end at WS
1754597435.581445 yylex_token: New At End
1754597435.581448 yylex_token: end at WS
1754597435.581451 yylex_token: W
1754597435.581454 yylex_token: end at }
1754597435.581456 yylex_token: new-window
1754597435.581459 cmd_parse_build_commands 0:0: bind
1754597435.581462 cmd_parse_build_commands 0:1: <
1754597435.581465 cmd_parse_build_commands 0:2 0:0: display-menu
1754597435.581468 cmd_parse_build_commands 0:2 0:1: -xW
1754597435.581471 cmd_parse_build_commands 0:2 0:2: -yW
1754597435.581473 cmd_parse_build_commands 0:2 0:3: -T
1754597435.581476 cmd_parse_build_commands 0:2 0:4: #[align=centre]#{window_index}:#{window_name}
1754597435.581479 cmd_parse_build_commands 0:2 0:5: #{?#{>:#{session_windows},1},,-}Swap Left
1754597435.581482 cmd_parse_build_commands 0:2 0:6: l
1754597435.581486 cmd_parse_build_commands 0:2 0:7 0:0: swap-window
1754597435.581489 cmd_parse_build_commands 0:2 0:7 0:1: -t:-1
1754597435.581492 cmd_parse_build_commands 0:2 0:8: #{?#{>:#{session_windows},1},,-}Swap Right
1754597435.581494 cmd_parse_build_commands 0:2 0:9: r
1754597435.581497 cmd_parse_build_commands 0:2 0:10 0:0: swap-window
1754597435.581500 cmd_parse_build_commands 0:2 0:10 0:1: -t:+1
1754597435.581503 cmd_parse_build_commands 0:2 0:11: #{?pane_marked_set,,-}Swap Marked
1754597435.581505 cmd_parse_build_commands 0:2 0:12: s
1754597435.581508 cmd_parse_build_commands 0:2 0:13 0:0: swap-window
1754597435.581511 cmd_parse_build_commands 0:2 0:14: 
1754597435.581514 cmd_parse_build_commands 0:2 0:15: Kill
1754597435.581516 cmd_parse_build_commands 0:2 0:16: X
1754597435.581519 cmd_parse_build_commands 0:2 0:17 0:0: kill-window
1754597435.581522 cmd_parse_build_commands 0:2 0:18: Respawn
1754597435.581524 cmd_parse_build_commands 0:2 0:19: R
1754597435.581527 cmd_parse_build_commands 0:2 0:20 0:0: respawn-window
1754597435.581530 cmd_parse_build_commands 0:2 0:20 0:1: -k
1754597435.581532 cmd_parse_build_commands 0:2 0:21: #{?pane_marked,Unmark,Mark}
1754597435.581535 cmd_parse_build_commands 0:2 0:22: m
1754597435.581538 cmd_parse_build_commands 0:2 0:23 0:0: select-pane
1754597435.581541 cmd_parse_build_commands 0:2 0:23 0:1: -m
1754597435.581543 cmd_parse_build_commands 0:2 0:24: Rename
1754597435.581546 cmd_parse_build_commands 0:2 0:25: n
1754597435.581548 cmd_parse_build_commands 0:2 0:26 0:0: command-prompt
1754597435.581551 cmd_parse_build_commands 0:2 0:26 0:1: -FI
1754597435.581554 cmd_parse_build_commands 0:2 0:26 0:2: #W
1754597435.581557 cmd_parse_build_commands 0:2 0:26 0:3 0:0: rename-window
1754597435.581559 cmd_parse_build_commands 0:2 0:26 0:3 0:1: -t
1754597435.581562 cmd_parse_build_commands 0:2 0:26 0:3 0:2: #{window_id}
1754597435.581565 cmd_parse_build_commands 0:2 0:26 0:3 0:3: --
1754597435.581567 cmd_parse_build_commands 0:2 0:26 0:3 0:4: %%
1754597435.581570 cmd_parse_build_commands 0:2 0:27: 
1754597435.581573 cmd_parse_build_commands 0:2 0:28: New After
1754597435.581575 cmd_parse_build_commands 0:2 0:29: w
1754597435.581578 cmd_parse_build_commands 0:2 0:30 0:0: new-window
1754597435.581581 cmd_parse_build_commands 0:2 0:30 0:1: -a
1754597435.581583 cmd_parse_build_commands 0:2 0:31: New At End
1754597435.581586 cmd_parse_build_commands 0:2 0:32: W
1754597435.581589 cmd_parse_build_commands 0:2 0:33 0:0: new-window
1754597435.581592 cmd_parse_build_commands 0:0: display-menu
1754597435.581595 cmd_parse_build_commands 0:1: -xW
1754597435.581597 cmd_parse_build_commands 0:2: -yW
1754597435.581600 cmd_parse_build_commands 0:3: -T
1754597435.581602 cmd_parse_build_commands 0:4: #[align=centre]#{window_index}:#{window_name}
1754597435.581605 cmd_parse_build_commands 0:5: #{?#{>:#{session_windows},1},,-}Swap Left
1754597435.581608 cmd_parse_build_commands 0:6: l
1754597435.581611 cmd_parse_build_commands 0:7 0:0: swap-window
1754597435.581613 cmd_parse_build_commands 0:7 0:1: -t:-1
1754597435.581616 cmd_parse_build_commands 0:8: #{?#{>:#{session_windows},1},,-}Swap Right
1754597435.581619 cmd_parse_build_commands 0:9: r
1754597435.581622 cmd_parse_build_commands 0:10 0:0: swap-window
1754597435.581624 cmd_parse_build_commands 0:10 0:1: -t:+1
1754597435.581627 cmd_parse_build_commands 0:11: #{?pane_marked_set,,-}Swap Marked
1754597435.581630 cmd_parse_build_commands 0:12: s
1754597435.581632 cmd_parse_build_commands 0:13 0:0: swap-window
1754597435.581635 cmd_parse_build_commands 0:14: 
1754597435.581638 cmd_parse_build_commands 0:15: Kill
1754597435.581640 cmd_parse_build_commands 0:16: X
1754597435.581643 cmd_parse_build_commands 0:17 0:0: kill-window
1754597435.581646 cmd_parse_build_commands 0:18: Respawn
1754597435.581648 cmd_parse_build_commands 0:19: R
1754597435.581651 cmd_parse_build_commands 0:20 0:0: respawn-window
1754597435.581654 cmd_parse_build_commands 0:20 0:1: -k
1754597435.581657 cmd_parse_build_commands 0:21: #{?pane_marked,Unmark,Mark}
1754597435.581659 cmd_parse_build_commands 0:22: m
1754597435.581662 cmd_parse_build_commands 0:23 0:0: select-pane
1754597435.581665 cmd_parse_build_commands 0:23 0:1: -m
1754597435.581667 cmd_parse_build_commands 0:24: Rename
1754597435.581670 cmd_parse_build_commands 0:25: n
1754597435.581673 cmd_parse_build_commands 0:26 0:0: command-prompt
1754597435.581675 cmd_parse_build_commands 0:26 0:1: -FI
1754597435.581678 cmd_parse_build_commands 0:26 0:2: #W
1754597435.581681 cmd_parse_build_commands 0:26 0:3 0:0: rename-window
1754597435.581683 cmd_parse_build_commands 0:26 0:3 0:1: -t
1754597435.581686 cmd_parse_build_commands 0:26 0:3 0:2: #{window_id}
1754597435.581689 cmd_parse_build_commands 0:26 0:3 0:3: --
1754597435.581691 cmd_parse_build_commands 0:26 0:3 0:4: %%
1754597435.581694 cmd_parse_build_commands 0:27: 
1754597435.581696 cmd_parse_build_commands 0:28: New After
1754597435.581699 cmd_parse_build_commands 0:29: w
1754597435.581702 cmd_parse_build_commands 0:30 0:0: new-window
1754597435.581704 cmd_parse_build_commands 0:30 0:1: -a
1754597435.581707 cmd_parse_build_commands 0:31: New At End
1754597435.581710 cmd_parse_build_commands 0:32: W
1754597435.581712 cmd_parse_build_commands 0:33 0:0: new-window
1754597435.581716 cmd_parse_build_commands 0:0: swap-window
1754597435.581719 cmd_parse_build_commands 0:1: -t:-1
1754597435.581723 args_parse_flags: next -t:-1
1754597435.581726 args_parse_flag_argument: -t = :-1
1754597435.581729 args_parse: flags end at 2 of 2
1754597435.581733 cmd_parse_build_commands: swap-window -t :-1
1754597435.581736 cmd_parse_build_commands 0:0: swap-window
1754597435.581739 cmd_parse_build_commands 0:1: -t:+1
1754597435.581742 args_parse_flags: next -t:+1
1754597435.581745 args_parse_flag_argument: -t = :+1
1754597435.581748 args_parse: flags end at 2 of 2
1754597435.581751 cmd_parse_build_commands: swap-window -t :+1
1754597435.581755 cmd_parse_build_commands 0:0: swap-window
1754597435.581758 args_parse: flags end at 1 of 1
1754597435.581761 cmd_parse_build_commands: swap-window
1754597435.581765 cmd_parse_build_commands 0:0: kill-window
1754597435.581768 args_parse: flags end at 1 of 1
1754597435.581771 cmd_parse_build_commands: kill-window
1754597435.581787 cmd_parse_build_commands 0:0: respawn-window
1754597435.581790 cmd_parse_build_commands 0:1: -k
1754597435.581793 args_parse_flags: next -k
1754597435.581796 args_parse_flags: -k
1754597435.581799 args_parse: flags end at 2 of 2
1754597435.581802 cmd_parse_build_commands: respawn-window -k
1754597435.581807 cmd_parse_build_commands 0:0: select-pane
1754597435.581810 cmd_parse_build_commands 0:1: -m
1754597435.581814 args_parse_flags: next -m
1754597435.581816 args_parse_flags: -m
1754597435.581819 args_parse: flags end at 2 of 2
1754597435.581822 cmd_parse_build_commands: select-pane -m
1754597435.581826 cmd_parse_build_commands 0:0: command-prompt
1754597435.581829 cmd_parse_build_commands 0:1: -FI
1754597435.581832 cmd_parse_build_commands 0:2: #W
1754597435.581834 cmd_parse_build_commands 0:3 0:0: rename-window
1754597435.581837 cmd_parse_build_commands 0:3 0:1: -t
1754597435.581839 cmd_parse_build_commands 0:3 0:2: #{window_id}
1754597435.581842 cmd_parse_build_commands 0:3 0:3: --
1754597435.581845 cmd_parse_build_commands 0:3 0:4: %%
1754597435.581848 cmd_parse_build_commands 0:0: rename-window
1754597435.581850 cmd_parse_build_commands 0:1: -t
1754597435.581853 cmd_parse_build_commands 0:2: #{window_id}
1754597435.581855 cmd_parse_build_commands 0:3: --
1754597435.581858 cmd_parse_build_commands 0:4: %%
1754597435.581861 args_parse_flags: next -t
1754597435.581864 args_parse_flag_argument: -t = #{window_id}
1754597435.581867 args_parse_flags: next --
1754597435.581870 args_parse: flags end at 4 of 5
1754597435.581872 args_parse: 4 = %% (type STRING)
1754597435.581877 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1754597435.581880 args_parse_flags: next -FI
1754597435.581883 args_parse_flags: -F
1754597435.581886 args_parse_flag_argument: -I = #W
1754597435.581889 args_parse: flags end at 3 of 4
1754597435.581893 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1754597435.581900 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1754597435.581903 cmd_parse_build_commands 0:0: new-window
1754597435.581906 cmd_parse_build_commands 0:1: -a
1754597435.581909 args_parse_flags: next -a
1754597435.581912 args_parse_flags: -a
1754597435.581914 args_parse: flags end at 2 of 2
1754597435.581918 cmd_parse_build_commands: new-window -a
1754597435.581928 cmd_parse_build_commands 0:0: new-window
1754597435.581935 args_parse: flags end at 1 of 1
1754597435.581938 cmd_parse_build_commands: new-window
1754597435.581941 args_parse_flags: next -xW
1754597435.581944 args_parse_flag_argument: -x = W
1754597435.581946 args_parse_flags: next -yW
1754597435.581949 args_parse_flag_argument: -y = W
1754597435.581952 args_parse_flags: next -T
1754597435.581955 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1754597435.581960 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1754597435.581963 args_parse: flags end at 5 of 34
1754597435.581966 args_parse: 5 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1754597435.581969 args_parse: 6 = l (type STRING)
1754597435.581973 args_parse: 7 = swap-window -t :-1 (type COMMANDS)
1754597435.581976 args_parse: 8 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1754597435.581979 args_parse: 9 = r (type STRING)
1754597435.581983 args_parse: 10 = swap-window -t :+1 (type COMMANDS)
1754597435.581986 args_parse: 11 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1754597435.581989 args_parse: 12 = s (type STRING)
1754597435.581992 args_parse: 13 = swap-window (type COMMANDS)
1754597435.581994 args_parse: 14 =  (type STRING)
1754597435.581997 args_parse: 15 = Kill (type STRING)
1754597435.582000 args_parse: 16 = X (type STRING)
1754597435.582003 args_parse: 17 = kill-window (type COMMANDS)
1754597435.582006 args_parse: 18 = Respawn (type STRING)
1754597435.582009 args_parse: 19 = R (type STRING)
1754597435.582012 args_parse: 20 = respawn-window -k (type COMMANDS)
1754597435.582015 args_parse: 21 = #{?pane_marked,Unmark,Mark} (type STRING)
1754597435.582018 args_parse: 22 = m (type STRING)
1754597435.582021 args_parse: 23 = select-pane -m (type COMMANDS)
1754597435.582024 args_parse: 24 = Rename (type STRING)
1754597435.582027 args_parse: 25 = n (type STRING)
1754597435.582033 args_parse: 26 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1754597435.582035 args_parse: 27 =  (type STRING)
1754597435.582038 args_parse: 28 = New After (type STRING)
1754597435.582041 args_parse: 29 = w (type STRING)
1754597435.582044 args_parse: 30 = new-window -a (type COMMANDS)
1754597435.582047 args_parse: 31 = New At End (type STRING)
1754597435.582050 args_parse: 32 = W (type STRING)
1754597435.582053 args_parse: 33 = new-window (type COMMANDS)
1754597435.582081 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754597435.582085 args_parse_flags: next <
1754597435.582087 args_parse: flags end at 1 of 3
1754597435.582090 args_parse: 1 = < (type STRING)
1754597435.582114 args_parse: 2 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1754597435.582139 cmd_parse_build_commands: bind-key < { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1754597435.582143 cmdq_get_command: [bind-key/0x13064c4bc700] group 706
1754597435.582146 cmdq_append <global>: [bind-key/0x13064c4bc700]
1754597435.582150 yylex_token: end at WS
1754597435.582152 yylex_token: bind
1754597435.582155 yylex_token: end at WS
1754597435.582158 yylex_token: >
1754597435.582161 yylex_token: end at WS
1754597435.582164 yylex_token: display-menu
1754597435.582166 yylex_token: end at WS
1754597435.582169 yylex_token: -xP
1754597435.582171 yylex_token: end at WS
1754597435.582174 yylex_token: -yP
1754597435.582176 yylex_token: end at WS
1754597435.582179 yylex_token: -T
1754597435.582183 yylex_token: end at WS
1754597435.582185 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1754597435.582190 yylex_token: end at WS
1754597435.582193 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1754597435.582195 yylex_token: end at WS
1754597435.582198 yylex_token: <
1754597435.582200 yylex_token: end at WS
1754597435.582203 yylex_token: send
1754597435.582205 yylex_token: end at WS
1754597435.582208 yylex_token: -X
1754597435.582211 yylex_token: end at }
1754597435.582214 yylex_token: history-top
1754597435.582218 yylex_token: end at WS
1754597435.582221 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1754597435.582224 yylex_token: end at WS
1754597435.582226 yylex_token: >
1754597435.582229 yylex_token: end at WS
1754597435.582232 yylex_token: send
1754597435.582234 yylex_token: end at WS
1754597435.582237 yylex_token: -X
1754597435.582240 yylex_token: end at }
1754597435.582242 yylex_token: history-bottom
1754597435.582245 yylex_token: end at WS
1754597435.582247 yylex_token: 
1754597435.582252 yylex_token: end at WS
1754597435.582255 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1754597435.582257 yylex_token: end at WS
1754597435.582260 yylex_token: C-r
1754597435.582263 yylex_token: end at WS
1754597435.582265 yylex_token: if
1754597435.582268 yylex_token: end at WS
1754597435.582270 yylex_token: -F
1754597435.582274 yylex_token: end at WS
1754597435.582277 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1754597435.582280 yylex_token: end at ;
1754597435.582282 yylex_token: copy-mode -t=
1754597435.582285 yylex_token: end at WS
1754597435.582288 yylex_token: send
1754597435.582290 yylex_token: end at WS
1754597435.582293 yylex_token: -Xt=
1754597435.582296 yylex_token: end at WS
1754597435.582299 yylex_token: search-backward
1754597435.582302 yylex_token: end at }
1754597435.582304 yylex_token: #{q:mouse_word}
1754597435.582309 yylex_token: end at WS
1754597435.582311 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1754597435.582314 yylex_token: end at WS
1754597435.582317 yylex_token: C-y
1754597435.582320 yylex_token: end at WS
1754597435.582322 yylex_token: copy-mode
1754597435.582325 yylex_token: end at ;
1754597435.582327 yylex_token: -q
1754597435.582330 yylex_token: end at WS
1754597435.582333 yylex_token: send-keys
1754597435.582335 yylex_token: end at WS
1754597435.582338 yylex_token: -l
1754597435.582341 yylex_token: end at WS
1754597435.582343 yylex_token: --
1754597435.582346 yylex_token: end at }
1754597435.582349 yylex_token: #{q:mouse_word}
1754597435.582353 yylex_token: end at WS
1754597435.582356 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1754597435.582358 yylex_token: end at WS
1754597435.582361 yylex_token: c
1754597435.582364 yylex_token: end at WS
1754597435.582366 yylex_token: copy-mode
1754597435.582369 yylex_token: end at ;
1754597435.582371 yylex_token: -q
1754597435.582374 yylex_token: end at WS
1754597435.582377 yylex_token: set-buffer
1754597435.582379 yylex_token: end at WS
1754597435.582382 yylex_token: --
1754597435.582385 yylex_token: end at }
1754597435.582388 yylex_token: #{q:mouse_word}
1754597435.582391 yylex_token: end at WS
1754597435.582394 yylex_token: #{?mouse_line,Copy Line,}
1754597435.582396 yylex_token: end at WS
1754597435.582399 yylex_token: l
1754597435.582402 yylex_token: end at WS
1754597435.582404 yylex_token: copy-mode
1754597435.582407 yylex_token: end at ;
1754597435.582409 yylex_token: -q
1754597435.582412 yylex_token: end at WS
1754597435.582415 yylex_token: set-buffer
1754597435.582417 yylex_token: end at WS
1754597435.582420 yylex_token: --
1754597435.582423 yylex_token: end at }
1754597435.582426 yylex_token: #{q:mouse_line}
1754597435.582428 yylex_token: end at WS
1754597435.582431 yylex_token: 
1754597435.582435 yylex_token: end at WS
1754597435.582438 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1754597435.582441 yylex_token: end at WS
1754597435.582443 yylex_token: C-h
1754597435.582446 yylex_token: end at WS
1754597435.582449 yylex_token: copy-mode
1754597435.582451 yylex_token: end at ;
1754597435.582454 yylex_token: -q
1754597435.582457 yylex_token: end at WS
1754597435.582459 yylex_token: send-keys
1754597435.582462 yylex_token: end at WS
1754597435.582464 yylex_token: -l
1754597435.582467 yylex_token: end at WS
1754597435.582469 yylex_token: --
1754597435.582472 yylex_token: end at }
1754597435.582475 yylex_token: #{q:mouse_hyperlink}
1754597435.582480 yylex_token: end at WS
1754597435.582482 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1754597435.582485 yylex_token: end at WS
1754597435.582488 yylex_token: h
1754597435.582490 yylex_token: end at WS
1754597435.582493 yylex_token: copy-mode
1754597435.582495 yylex_token: end at ;
1754597435.582498 yylex_token: -q
1754597435.582501 yylex_token: end at WS
1754597435.582503 yylex_token: set-buffer
1754597435.582506 yylex_token: end at WS
1754597435.582508 yylex_token: --
1754597435.582512 yylex_token: end at }
1754597435.582514 yylex_token: #{q:mouse_hyperlink}
1754597435.582518 yylex_token: end at WS
1754597435.582520 yylex_token: 
1754597435.582523 yylex_token: end at WS
1754597435.582526 yylex_token: Horizontal Split
1754597435.582529 yylex_token: end at WS
1754597435.582531 yylex_token: h
1754597435.582534 yylex_token: end at WS
1754597435.582537 yylex_token: split-window
1754597435.582539 yylex_token: end at }
1754597435.582542 yylex_token: -h
1754597435.582545 yylex_token: end at WS
1754597435.582547 yylex_token: Vertical Split
1754597435.582550 yylex_token: end at WS
1754597435.582553 yylex_token: v
1754597435.582556 yylex_token: end at WS
1754597435.582558 yylex_token: split-window
1754597435.582561 yylex_token: end at }
1754597435.582563 yylex_token: -v
1754597435.582567 yylex_token: end at WS
1754597435.582569 yylex_token: 
1754597435.582573 yylex_token: end at WS
1754597435.582576 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1754597435.582578 yylex_token: end at WS
1754597435.582581 yylex_token: u
1754597435.582584 yylex_token: end at WS
1754597435.582587 yylex_token: swap-pane
1754597435.582589 yylex_token: end at }
1754597435.582592 yylex_token: -U
1754597435.582596 yylex_token: end at WS
1754597435.582598 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1754597435.582601 yylex_token: end at WS
1754597435.582604 yylex_token: d
1754597435.582606 yylex_token: end at WS
1754597435.582609 yylex_token: swap-pane
1754597435.582611 yylex_token: end at }
1754597435.582614 yylex_token: -D
1754597435.582618 yylex_token: end at WS
1754597435.582620 yylex_token: #{?pane_marked_set,,-}Swap Marked
1754597435.582623 yylex_token: end at WS
1754597435.582626 yylex_token: s
1754597435.582628 yylex_token: end at }
1754597435.582631 yylex_token: swap-pane
1754597435.582634 yylex_token: end at WS
1754597435.582636 yylex_token: 
1754597435.582639 yylex_token: end at WS
1754597435.582641 yylex_token: Kill
1754597435.582644 yylex_token: end at WS
1754597435.582646 yylex_token: X
1754597435.582649 yylex_token: end at }
1754597435.582652 yylex_token: kill-pane
1754597435.582655 yylex_token: end at WS
1754597435.582657 yylex_token: Respawn
1754597435.582660 yylex_token: end at WS
1754597435.582662 yylex_token: R
1754597435.582665 yylex_token: end at WS
1754597435.582668 yylex_token: respawn-pane
1754597435.582670 yylex_token: end at }
1754597435.582673 yylex_token: -k
1754597435.582676 yylex_token: end at WS
1754597435.582679 yylex_token: #{?pane_marked,Unmark,Mark}
1754597435.582682 yylex_token: end at WS
1754597435.582684 yylex_token: m
1754597435.582687 yylex_token: end at WS
1754597435.582689 yylex_token: select-pane
1754597435.582692 yylex_token: end at }
1754597435.582695 yylex_token: -m
1754597435.582699 yylex_token: end at WS
1754597435.582702 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1754597435.582704 yylex_token: end at WS
1754597435.582707 yylex_token: z
1754597435.582710 yylex_token: end at WS
1754597435.582712 yylex_token: resize-pane
1754597435.582715 yylex_token: end at }
1754597435.582718 yylex_token: -Z
1754597435.582721 cmd_parse_build_commands 0:0: bind
1754597435.582724 cmd_parse_build_commands 0:1: >
1754597435.582727 cmd_parse_build_commands 0:2 0:0: display-menu
1754597435.582730 cmd_parse_build_commands 0:2 0:1: -xP
1754597435.582732 cmd_parse_build_commands 0:2 0:2: -yP
1754597435.582735 cmd_parse_build_commands 0:2 0:3: -T
1754597435.582738 cmd_parse_build_commands 0:2 0:4: #[align=centre]#{pane_index} (#{pane_id})
1754597435.582741 cmd_parse_build_commands 0:2 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1754597435.582744 cmd_parse_build_commands 0:2 0:6: <
1754597435.582746 cmd_parse_build_commands 0:2 0:7 0:0: send
1754597435.582749 cmd_parse_build_commands 0:2 0:7 0:1: -X
1754597435.582752 cmd_parse_build_commands 0:2 0:7 0:2: history-top
1754597435.582755 cmd_parse_build_commands 0:2 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1754597435.582757 cmd_parse_build_commands 0:2 0:9: >
1754597435.582760 cmd_parse_build_commands 0:2 0:10 0:0: send
1754597435.582763 cmd_parse_build_commands 0:2 0:10 0:1: -X
1754597435.582765 cmd_parse_build_commands 0:2 0:10 0:2: history-bottom
1754597435.582768 cmd_parse_build_commands 0:2 0:11: 
1754597435.582771 cmd_parse_build_commands 0:2 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1754597435.582779 cmd_parse_build_commands 0:2 0:13: C-r
1754597435.582781 cmd_parse_build_commands 0:2 0:14 0:0: if
1754597435.582784 cmd_parse_build_commands 0:2 0:14 0:1: -F
1754597435.582787 cmd_parse_build_commands 0:2 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1754597435.582789 cmd_parse_build_commands 0:2 0:14 0:3: copy-mode -t=
1754597435.582792 cmd_parse_build_commands 0:2 0:14 1:0: send
1754597435.582795 cmd_parse_build_commands 0:2 0:14 1:1: -Xt=
1754597435.582798 cmd_parse_build_commands 0:2 0:14 1:2: search-backward
1754597435.582800 cmd_parse_build_commands 0:2 0:14 1:3: #{q:mouse_word}
1754597435.582803 cmd_parse_build_commands 0:2 0:15: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1754597435.582806 cmd_parse_build_commands 0:2 0:16: C-y
1754597435.582809 cmd_parse_build_commands 0:2 0:17 0:0: copy-mode
1754597435.582812 cmd_parse_build_commands 0:2 0:17 0:1: -q
1754597435.582814 cmd_parse_build_commands 0:2 0:17 1:0: send-keys
1754597435.582817 cmd_parse_build_commands 0:2 0:17 1:1: -l
1754597435.582819 cmd_parse_build_commands 0:2 0:17 1:2: --
1754597435.582822 cmd_parse_build_commands 0:2 0:17 1:3: #{q:mouse_word}
1754597435.582825 cmd_parse_build_commands 0:2 0:18: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1754597435.582828 cmd_parse_build_commands 0:2 0:19: c
1754597435.582830 cmd_parse_build_commands 0:2 0:20 0:0: copy-mode
1754597435.582833 cmd_parse_build_commands 0:2 0:20 0:1: -q
1754597435.582836 cmd_parse_build_commands 0:2 0:20 1:0: set-buffer
1754597435.582838 cmd_parse_build_commands 0:2 0:20 1:1: --
1754597435.582841 cmd_parse_build_commands 0:2 0:20 1:2: #{q:mouse_word}
1754597435.582844 cmd_parse_build_commands 0:2 0:21: #{?mouse_line,Copy Line,}
1754597435.582846 cmd_parse_build_commands 0:2 0:22: l
1754597435.582849 cmd_parse_build_commands 0:2 0:23 0:0: copy-mode
1754597435.582852 cmd_parse_build_commands 0:2 0:23 0:1: -q
1754597435.582855 cmd_parse_build_commands 0:2 0:23 1:0: set-buffer
1754597435.582857 cmd_parse_build_commands 0:2 0:23 1:1: --
1754597435.582860 cmd_parse_build_commands 0:2 0:23 1:2: #{q:mouse_line}
1754597435.582863 cmd_parse_build_commands 0:2 0:24: 
1754597435.582866 cmd_parse_build_commands 0:2 0:25: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1754597435.582869 cmd_parse_build_commands 0:2 0:26: C-h
1754597435.582871 cmd_parse_build_commands 0:2 0:27 0:0: copy-mode
1754597435.582874 cmd_parse_build_commands 0:2 0:27 0:1: -q
1754597435.582877 cmd_parse_build_commands 0:2 0:27 1:0: send-keys
1754597435.582879 cmd_parse_build_commands 0:2 0:27 1:1: -l
1754597435.582882 cmd_parse_build_commands 0:2 0:27 1:2: --
1754597435.582885 cmd_parse_build_commands 0:2 0:27 1:3: #{q:mouse_hyperlink}
