1754595682.318086 server started (7616): version next-3.6, socket /tmp/tmux-0/default, protocol 8
1754595682.318109 on FreeBSD 14.3-RELEASE FreeBSD 14.3-RELEASE releng/14.3-n271432-8c9ce319fef7 GENERIC
1754595682.318119 using libevent 2.1.12-stable poll
1754595682.318128 using ncurses 6.5 20240427
1754595682.338535 cmd_parse_build_commands 0:7: l
1754595682.338538 cmd_parse_build_commands 0:8 0:0: swap-window
1754595682.338541 cmd_parse_build_commands 0:8 0:1: -t:-1
1754595682.338544 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1754595682.338546 cmd_parse_build_commands 0:10: r
1754595682.338549 cmd_parse_build_commands 0:11 0:0: swap-window
1754595682.338552 cmd_parse_build_commands 0:11 0:1: -t:+1
1754595682.338555 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1754595682.338558 cmd_parse_build_commands 0:13: s
1754595682.338561 cmd_parse_build_commands 0:14 0:0: swap-window
1754595682.338563 cmd_parse_build_commands 0:15: 
1754595682.338566 cmd_parse_build_commands 0:16: Kill
1754595682.338569 cmd_parse_build_commands 0:17: X
1754595682.338572 cmd_parse_build_commands 0:18 0:0: kill-window
1754595682.338575 cmd_parse_build_commands 0:19: Respawn
1754595682.338577 cmd_parse_build_commands 0:20: R
1754595682.338580 cmd_parse_build_commands 0:21 0:0: respawn-window
1754595682.338583 cmd_parse_build_commands 0:21 0:1: -k
1754595682.338585 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1754595682.338588 cmd_parse_build_commands 0:23: m
1754595682.338591 cmd_parse_build_commands 0:24 0:0: select-pane
1754595682.338594 cmd_parse_build_commands 0:24 0:1: -m
1754595682.338597 cmd_parse_build_commands 0:25: Rename
1754595682.338599 cmd_parse_build_commands 0:26: n
1754595682.338602 cmd_parse_build_commands 0:27 0:0: command-prompt
1754595682.338605 cmd_parse_build_commands 0:27 0:1: -FI
1754595682.338608 cmd_parse_build_commands 0:27 0:2: #W
1754595682.338610 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1754595682.338613 cmd_parse_build_commands 0:27 0:3 0:1: -t
1754595682.338616 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1754595682.338619 cmd_parse_build_commands 0:27 0:3 0:3: --
1754595682.338621 cmd_parse_build_commands 0:27 0:3 0:4: %%
1754595682.338624 cmd_parse_build_commands 0:28: 
1754595682.338627 cmd_parse_build_commands 0:29: New After
1754595682.338629 cmd_parse_build_commands 0:30: w
1754595682.338632 cmd_parse_build_commands 0:31 0:0: new-window
1754595682.338635 cmd_parse_build_commands 0:31 0:1: -a
1754595682.338638 cmd_parse_build_commands 0:32: New At End
1754595682.338640 cmd_parse_build_commands 0:33: W
1754595682.338643 cmd_parse_build_commands 0:34 0:0: new-window
1754595682.338647 cmd_parse_build_commands 0:0: swap-window
1754595682.338649 cmd_parse_build_commands 0:1: -t:-1
1754595682.338653 args_parse_flags: next -t:-1
1754595682.338656 args_parse_flag_argument: -t = :-1
1754595682.338659 args_parse: flags end at 2 of 2
1754595682.338663 cmd_parse_build_commands: swap-window -t :-1
1754595682.338666 cmd_parse_build_commands 0:0: swap-window
1754595682.338669 cmd_parse_build_commands 0:1: -t:+1
1754595682.338672 args_parse_flags: next -t:+1
1754595682.338675 args_parse_flag_argument: -t = :+1
1754595682.338678 args_parse: flags end at 2 of 2
1754595682.338681 cmd_parse_build_commands: swap-window -t :+1
1754595682.338684 cmd_parse_build_commands 0:0: swap-window
1754595682.338688 args_parse: flags end at 1 of 1
1754595682.338694 cmd_parse_build_commands: swap-window
1754595682.338698 cmd_parse_build_commands 0:0: kill-window
1754595682.338701 args_parse: flags end at 1 of 1
1754595682.338704 cmd_parse_build_commands: kill-window
1754595682.338707 cmd_parse_build_commands 0:0: respawn-window
1754595682.338710 cmd_parse_build_commands 0:1: -k
1754595682.338713 args_parse_flags: next -k
1754595682.338716 args_parse_flags: -k
1754595682.338719 args_parse: flags end at 2 of 2
1754595682.338722 cmd_parse_build_commands: respawn-window -k
1754595682.338725 cmd_parse_build_commands 0:0: select-pane
1754595682.338728 cmd_parse_build_commands 0:1: -m
1754595682.338731 args_parse_flags: next -m
1754595682.338734 args_parse_flags: -m
1754595682.338737 args_parse: flags end at 2 of 2
1754595682.338740 cmd_parse_build_commands: select-pane -m
1754595682.338743 cmd_parse_build_commands 0:0: command-prompt
1754595682.338746 cmd_parse_build_commands 0:1: -FI
1754595682.338749 cmd_parse_build_commands 0:2: #W
1754595682.338752 cmd_parse_build_commands 0:3 0:0: rename-window
1754595682.338754 cmd_parse_build_commands 0:3 0:1: -t
1754595682.338757 cmd_parse_build_commands 0:3 0:2: #{window_id}
1754595682.338761 cmd_parse_build_commands 0:3 0:3: --
1754595682.338765 cmd_parse_build_commands 0:3 0:4: %%
1754595682.338770 cmd_parse_build_commands 0:0: rename-window
1754595682.338775 cmd_parse_build_commands 0:1: -t
1754595682.338779 cmd_parse_build_commands 0:2: #{window_id}
1754595682.338784 cmd_parse_build_commands 0:3: --
1754595682.338788 cmd_parse_build_commands 0:4: %%
1754595682.338794 args_parse_flags: next -t
1754595682.338797 args_parse_flag_argument: -t = #{window_id}
1754595682.338800 args_parse_flags: next --
1754595682.338802 args_parse: flags end at 4 of 5
1754595682.338806 args_parse: 4 = %% (type STRING)
1754595682.338810 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1754595682.338813 args_parse_flags: next -FI
1754595682.338816 args_parse_flags: -F
1754595682.338818 args_parse_flag_argument: -I = #W
1754595682.338821 args_parse: flags end at 3 of 4
1754595682.338826 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1754595682.338832 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1754595682.338836 cmd_parse_build_commands 0:0: new-window
1754595682.338838 cmd_parse_build_commands 0:1: -a
1754595682.338842 args_parse_flags: next -a
1754595682.338844 args_parse_flags: -a
1754595682.338847 args_parse: flags end at 2 of 2
1754595682.338850 cmd_parse_build_commands: new-window -a
1754595682.338854 cmd_parse_build_commands 0:0: new-window
1754595682.338857 args_parse: flags end at 1 of 1
1754595682.338860 cmd_parse_build_commands: new-window
1754595682.338863 args_parse_flags: next -t=
1754595682.338866 args_parse_flag_argument: -t = =
1754595682.338868 args_parse_flags: next -xW
1754595682.338871 args_parse_flag_argument: -x = W
1754595682.338874 args_parse_flags: next -yW
1754595682.338876 args_parse_flag_argument: -y = W
1754595682.338879 args_parse_flags: next -T
1754595682.338882 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1754595682.338885 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1754595682.338888 args_parse: flags end at 6 of 35
1754595682.338891 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1754595682.338894 args_parse: 7 = l (type STRING)
1754595682.338898 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1754595682.338901 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1754595682.338904 args_parse: 10 = r (type STRING)
1754595682.338908 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1754595682.338911 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1754595682.338914 args_parse: 13 = s (type STRING)
1754595682.338917 args_parse: 14 = swap-window (type COMMANDS)
1754595682.338920 args_parse: 15 =  (type STRING)
1754595682.338923 args_parse: 16 = Kill (type STRING)
1754595682.338927 args_parse: 17 = X (type STRING)
1754595682.338930 args_parse: 18 = kill-window (type COMMANDS)
1754595682.338932 args_parse: 19 = Respawn (type STRING)
1754595682.338935 args_parse: 20 = R (type STRING)
1754595682.338939 args_parse: 21 = respawn-window -k (type COMMANDS)
1754595682.338942 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1754595682.338945 args_parse: 23 = m (type STRING)
1754595682.338948 args_parse: 24 = select-pane -m (type COMMANDS)
1754595682.338951 args_parse: 25 = Rename (type STRING)
1754595682.338954 args_parse: 26 = n (type STRING)
1754595682.338960 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1754595682.338963 args_parse: 28 =  (type STRING)
1754595682.338966 args_parse: 29 = New After (type STRING)
1754595682.338969 args_parse: 30 = w (type STRING)
1754595682.338972 args_parse: 31 = new-window -a (type COMMANDS)
1754595682.338975 args_parse: 32 = New At End (type STRING)
1754595682.338978 args_parse: 33 = W (type STRING)
1754595682.338981 args_parse: 34 = new-window (type COMMANDS)
1754595682.339007 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754595682.339010 args_parse_flags: next -n
1754595682.339013 args_parse_flags: -n
1754595682.339016 args_parse_flags: next MouseDown3Status
1754595682.339018 args_parse: flags end at 2 of 4
1754595682.339021 args_parse: 2 = MouseDown3Status (type STRING)
1754595682.339045 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1754595682.339070 cmd_parse_build_commands: bind-key -n MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1754595682.339075 cmdq_get_command: [bind-key/0x24f55feb4700] group 1042
1754595682.339078 cmdq_append <global>: [bind-key/0x24f55feb4700]
1754595682.339081 yylex_token: end at WS
1754595682.339084 yylex_token: bind
1754595682.339087 yylex_token: end at WS
1754595682.339089 yylex_token: -n
1754595682.339092 yylex_token: end at WS
1754595682.339095 yylex_token: M-MouseDown3Status
1754595682.339098 yylex_token: end at WS
1754595682.339101 yylex_token: display-menu
1754595682.339104 yylex_token: end at WS
1754595682.339107 yylex_token: -t=
1754595682.339110 yylex_token: end at WS
1754595682.339112 yylex_token: -xW
1754595682.339115 yylex_token: end at WS
1754595682.339117 yylex_token: -yW
1754595682.339120 yylex_token: end at WS
1754595682.339123 yylex_token: -T
1754595682.339126 yylex_token: end at WS
1754595682.339129 yylex_token: #[align=centre]#{window_index}:#{window_name}
1754595682.339133 yylex_token: end at WS
1754595682.339136 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1754595682.339139 yylex_token: end at WS
1754595682.339141 yylex_token: l
1754595682.339144 yylex_token: end at WS
1754595682.339147 yylex_token: swap-window
1754595682.339150 yylex_token: end at }
1754595682.339152 yylex_token: -t:-1
1754595682.339156 yylex_token: end at WS
1754595682.339159 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1754595682.339162 yylex_token: end at WS
1754595682.339165 yylex_token: r
1754595682.339168 yylex_token: end at WS
1754595682.339170 yylex_token: swap-window
1754595682.339173 yylex_token: end at }
1754595682.339175 yylex_token: -t:+1
1754595682.339179 yylex_token: end at WS
1754595682.339182 yylex_token: #{?pane_marked_set,,-}Swap Marked
1754595682.339185 yylex_token: end at WS
1754595682.339187 yylex_token: s
1754595682.339190 yylex_token: end at }
1754595682.339193 yylex_token: swap-window
1754595682.339195 yylex_token: end at WS
1754595682.339198 yylex_token: 
1754595682.339201 yylex_token: end at WS
1754595682.339203 yylex_token: Kill
1754595682.339206 yylex_token: end at WS
1754595682.339208 yylex_token: X
1754595682.339211 yylex_token: end at }
1754595682.339214 yylex_token: kill-window
1754595682.339217 yylex_token: end at WS
1754595682.339219 yylex_token: Respawn
1754595682.339222 yylex_token: end at WS
1754595682.339225 yylex_token: R
1754595682.339228 yylex_token: end at WS
1754595682.339230 yylex_token: respawn-window
1754595682.339233 yylex_token: end at }
1754595682.339236 yylex_token: -k
1754595682.339239 yylex_token: end at WS
1754595682.339242 yylex_token: #{?pane_marked,Unmark,Mark}
1754595682.339244 yylex_token: end at WS
1754595682.339247 yylex_token: m
1754595682.339250 yylex_token: end at WS
1754595682.339252 yylex_token: select-pane
1754595682.339255 yylex_token: end at }
1754595682.339257 yylex_token: -m
1754595682.339260 yylex_token: end at WS
1754595682.339263 yylex_token: Rename
1754595682.339265 yylex_token: end at WS
1754595682.339268 yylex_token: n
1754595682.339271 yylex_token: end at WS
1754595682.339273 yylex_token: command-prompt
1754595682.339276 yylex_token: end at WS
1754595682.339279 yylex_token: -FI
1754595682.339281 yylex_token: end at WS
1754595682.339284 yylex_token: #W
1754595682.339287 yylex_token: end at WS
1754595682.339289 yylex_token: rename-window
1754595682.339292 yylex_token: end at WS
1754595682.339294 yylex_token: -t
1754595682.339297 yylex_token: end at WS
1754595682.339300 yylex_token: #{window_id}
1754595682.339303 yylex_token: end at WS
1754595682.339305 yylex_token: --
1754595682.339308 yylex_token: end at }
1754595682.339310 yylex_token: %%
1754595682.339313 yylex_token: end at WS
1754595682.339315 yylex_token: 
1754595682.339318 yylex_token: end at WS
1754595682.339321 yylex_token: New After
1754595682.339324 yylex_token: end at WS
1754595682.339326 yylex_token: w
1754595682.339329 yylex_token: end at WS
1754595682.339332 yylex_token: new-window
1754595682.339334 yylex_token: end at }
1754595682.339337 yylex_token: -a
1754595682.339340 yylex_token: end at WS
1754595682.339342 yylex_token: New At End
1754595682.339345 yylex_token: end at WS
1754595682.339347 yylex_token: W
1754595682.339350 yylex_token: end at }
1754595682.339353 yylex_token: new-window
1754595682.339356 cmd_parse_build_commands 0:0: bind
1754595682.339359 cmd_parse_build_commands 0:1: -n
1754595682.339362 cmd_parse_build_commands 0:2: M-MouseDown3Status
1754595682.339365 cmd_parse_build_commands 0:3 0:0: display-menu
1754595682.339367 cmd_parse_build_commands 0:3 0:1: -t=
1754595682.339370 cmd_parse_build_commands 0:3 0:2: -xW
1754595682.339373 cmd_parse_build_commands 0:3 0:3: -yW
1754595682.339375 cmd_parse_build_commands 0:3 0:4: -T
1754595682.339378 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1754595682.339381 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1754595682.339384 cmd_parse_build_commands 0:3 0:7: l
1754595682.339387 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1754595682.339390 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1754595682.339392 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1754595682.339395 cmd_parse_build_commands 0:3 0:10: r
1754595682.339398 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1754595682.339401 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1754595682.339404 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1754595682.339407 cmd_parse_build_commands 0:3 0:13: s
1754595682.339410 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1754595682.339412 cmd_parse_build_commands 0:3 0:15: 
1754595682.339415 cmd_parse_build_commands 0:3 0:16: Kill
1754595682.339418 cmd_parse_build_commands 0:3 0:17: X
1754595682.339420 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1754595682.339423 cmd_parse_build_commands 0:3 0:19: Respawn
1754595682.339426 cmd_parse_build_commands 0:3 0:20: R
1754595682.339429 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1754595682.339431 cmd_parse_build_commands 0:3 0:21 0:1: -k
1754595682.339434 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1754595682.339437 cmd_parse_build_commands 0:3 0:23: m
1754595682.339440 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1754595682.339442 cmd_parse_build_commands 0:3 0:24 0:1: -m
1754595682.339445 cmd_parse_build_commands 0:3 0:25: Rename
1754595682.339448 cmd_parse_build_commands 0:3 0:26: n
1754595682.339450 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1754595682.339453 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1754595682.339456 cmd_parse_build_commands 0:3 0:27 0:2: #W
1754595682.339459 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1754595682.339462 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1754595682.339465 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1754595682.339468 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1754595682.339471 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1754595682.339473 cmd_parse_build_commands 0:3 0:28: 
1754595682.339476 cmd_parse_build_commands 0:3 0:29: New After
1754595682.339479 cmd_parse_build_commands 0:3 0:30: w
1754595682.339481 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1754595682.339484 cmd_parse_build_commands 0:3 0:31 0:1: -a
1754595682.339487 cmd_parse_build_commands 0:3 0:32: New At End
1754595682.339489 cmd_parse_build_commands 0:3 0:33: W
1754595682.339492 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1754595682.339496 cmd_parse_build_commands 0:0: display-menu
1754595682.339498 cmd_parse_build_commands 0:1: -t=
1754595682.339501 cmd_parse_build_commands 0:2: -xW
1754595682.339503 cmd_parse_build_commands 0:3: -yW
1754595682.339506 cmd_parse_build_commands 0:4: -T
1754595682.339509 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1754595682.339512 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1754595682.339514 cmd_parse_build_commands 0:7: l
1754595682.339517 cmd_parse_build_commands 0:8 0:0: swap-window
1754595682.339520 cmd_parse_build_commands 0:8 0:1: -t:-1
1754595682.339523 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1754595682.339525 cmd_parse_build_commands 0:10: r
1754595682.339528 cmd_parse_build_commands 0:11 0:0: swap-window
1754595682.339531 cmd_parse_build_commands 0:11 0:1: -t:+1
1754595682.339534 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1754595682.339536 cmd_parse_build_commands 0:13: s
1754595682.339539 cmd_parse_build_commands 0:14 0:0: swap-window
1754595682.339542 cmd_parse_build_commands 0:15: 
1754595682.339544 cmd_parse_build_commands 0:16: Kill
1754595682.339547 cmd_parse_build_commands 0:17: X
1754595682.339550 cmd_parse_build_commands 0:18 0:0: kill-window
1754595682.339552 cmd_parse_build_commands 0:19: Respawn
1754595682.339555 cmd_parse_build_commands 0:20: R
1754595682.339558 cmd_parse_build_commands 0:21 0:0: respawn-window
1754595682.339561 cmd_parse_build_commands 0:21 0:1: -k
1754595682.339563 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1754595682.339566 cmd_parse_build_commands 0:23: m
1754595682.339569 cmd_parse_build_commands 0:24 0:0: select-pane
1754595682.339571 cmd_parse_build_commands 0:24 0:1: -m
1754595682.339574 cmd_parse_build_commands 0:25: Rename
1754595682.339577 cmd_parse_build_commands 0:26: n
1754595682.339580 cmd_parse_build_commands 0:27 0:0: command-prompt
1754595682.339582 cmd_parse_build_commands 0:27 0:1: -FI
1754595682.339585 cmd_parse_build_commands 0:27 0:2: #W
1754595682.339588 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1754595682.339590 cmd_parse_build_commands 0:27 0:3 0:1: -t
1754595682.339593 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1754595682.339596 cmd_parse_build_commands 0:27 0:3 0:3: --
1754595682.339599 cmd_parse_build_commands 0:27 0:3 0:4: %%
1754595682.339601 cmd_parse_build_commands 0:28: 
1754595682.339604 cmd_parse_build_commands 0:29: New After
1754595682.339606 cmd_parse_build_commands 0:30: w
1754595682.339609 cmd_parse_build_commands 0:31 0:0: new-window
1754595682.339612 cmd_parse_build_commands 0:31 0:1: -a
1754595682.339615 cmd_parse_build_commands 0:32: New At End
1754595682.339617 cmd_parse_build_commands 0:33: W
1754595682.339620 cmd_parse_build_commands 0:34 0:0: new-window
1754595682.339624 cmd_parse_build_commands 0:0: swap-window
1754595682.339626 cmd_parse_build_commands 0:1: -t:-1
1754595682.339631 args_parse_flags: next -t:-1
1754595682.339634 args_parse_flag_argument: -t = :-1
1754595682.339637 args_parse: flags end at 2 of 2
1754595682.339640 cmd_parse_build_commands: swap-window -t :-1
1754595682.339643 cmd_parse_build_commands 0:0: swap-window
1754595682.339646 cmd_parse_build_commands 0:1: -t:+1
1754595682.339650 args_parse_flags: next -t:+1
1754595682.339652 args_parse_flag_argument: -t = :+1
1754595682.339655 args_parse: flags end at 2 of 2
1754595682.339658 cmd_parse_build_commands: swap-window -t :+1
1754595682.339661 cmd_parse_build_commands 0:0: swap-window
1754595682.339665 args_parse: flags end at 1 of 1
1754595682.339668 cmd_parse_build_commands: swap-window
1754595682.339671 cmd_parse_build_commands 0:0: kill-window
1754595682.339674 args_parse: flags end at 1 of 1
1754595682.339677 cmd_parse_build_commands: kill-window
1754595682.339680 cmd_parse_build_commands 0:0: respawn-window
1754595682.339683 cmd_parse_build_commands 0:1: -k
1754595682.339686 args_parse_flags: next -k
1754595682.339694 args_parse_flags: -k
1754595682.339698 args_parse: flags end at 2 of 2
1754595682.339703 cmd_parse_build_commands: respawn-window -k
1754595682.339707 cmd_parse_build_commands 0:0: select-pane
1754595682.339711 cmd_parse_build_commands 0:1: -m
1754595682.339717 args_parse_flags: next -m
1754595682.339720 args_parse_flags: -m
1754595682.339724 args_parse: flags end at 2 of 2
1754595682.339729 cmd_parse_build_commands: select-pane -m
1754595682.339733 cmd_parse_build_commands 0:0: command-prompt
1754595682.339737 cmd_parse_build_commands 0:1: -FI
1754595682.339739 cmd_parse_build_commands 0:2: #W
1754595682.339742 cmd_parse_build_commands 0:3 0:0: rename-window
1754595682.339745 cmd_parse_build_commands 0:3 0:1: -t
1754595682.339747 cmd_parse_build_commands 0:3 0:2: #{window_id}
1754595682.339750 cmd_parse_build_commands 0:3 0:3: --
1754595682.339753 cmd_parse_build_commands 0:3 0:4: %%
1754595682.339756 cmd_parse_build_commands 0:0: rename-window
1754595682.339758 cmd_parse_build_commands 0:1: -t
1754595682.339761 cmd_parse_build_commands 0:2: #{window_id}
1754595682.339763 cmd_parse_build_commands 0:3: --
1754595682.339766 cmd_parse_build_commands 0:4: %%
1754595682.339772 args_parse_flags: next -t
1754595682.339776 args_parse_flag_argument: -t = #{window_id}
1754595682.339778 args_parse_flags: next --
1754595682.339781 args_parse: flags end at 4 of 5
1754595682.339784 args_parse: 4 = %% (type STRING)
1754595682.339788 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1754595682.339791 args_parse_flags: next -FI
1754595682.339793 args_parse_flags: -F
1754595682.339796 args_parse_flag_argument: -I = #W
1754595682.339799 args_parse: flags end at 3 of 4
1754595682.339803 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1754595682.339809 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1754595682.339812 cmd_parse_build_commands 0:0: new-window
1754595682.339815 cmd_parse_build_commands 0:1: -a
1754595682.339818 args_parse_flags: next -a
1754595682.339821 args_parse_flags: -a
1754595682.339824 args_parse: flags end at 2 of 2
1754595682.339827 cmd_parse_build_commands: new-window -a
1754595682.339830 cmd_parse_build_commands 0:0: new-window
1754595682.339834 args_parse: flags end at 1 of 1
1754595682.339837 cmd_parse_build_commands: new-window
1754595682.339840 args_parse_flags: next -t=
1754595682.339842 args_parse_flag_argument: -t = =
1754595682.339845 args_parse_flags: next -xW
1754595682.339848 args_parse_flag_argument: -x = W
1754595682.339850 args_parse_flags: next -yW
1754595682.339853 args_parse_flag_argument: -y = W
1754595682.339855 args_parse_flags: next -T
1754595682.339858 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1754595682.339861 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1754595682.339864 args_parse: flags end at 6 of 35
1754595682.339867 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1754595682.339870 args_parse: 7 = l (type STRING)
1754595682.339874 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1754595682.339877 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1754595682.339880 args_parse: 10 = r (type STRING)
1754595682.339884 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1754595682.339887 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1754595682.339889 args_parse: 13 = s (type STRING)
1754595682.339892 args_parse: 14 = swap-window (type COMMANDS)
1754595682.339895 args_parse: 15 =  (type STRING)
1754595682.339898 args_parse: 16 = Kill (type STRING)
1754595682.339901 args_parse: 17 = X (type STRING)
1754595682.339904 args_parse: 18 = kill-window (type COMMANDS)
1754595682.339907 args_parse: 19 = Respawn (type STRING)
1754595682.339909 args_parse: 20 = R (type STRING)
1754595682.339913 args_parse: 21 = respawn-window -k (type COMMANDS)
1754595682.339915 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1754595682.339918 args_parse: 23 = m (type STRING)
1754595682.339922 args_parse: 24 = select-pane -m (type COMMANDS)
1754595682.339924 args_parse: 25 = Rename (type STRING)
1754595682.339927 args_parse: 26 = n (type STRING)
1754595682.339933 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1754595682.339936 args_parse: 28 =  (type STRING)
1754595682.339939 args_parse: 29 = New After (type STRING)
1754595682.339941 args_parse: 30 = w (type STRING)
1754595682.339945 args_parse: 31 = new-window -a (type COMMANDS)
1754595682.339948 args_parse: 32 = New At End (type STRING)
1754595682.339950 args_parse: 33 = W (type STRING)
1754595682.339953 args_parse: 34 = new-window (type COMMANDS)
1754595682.339978 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1754595682.339981 args_parse_flags: next -n
1754595682.339984 args_parse_flags: -n
1754595682.339987 args_parse_flags: next M-MouseDown3Status
1754595682.339990 args_parse: flags end at 2 of 4
1754595682.339993 args_parse: 2 = M-MouseDown3Status (type STRING)
