1754597451.434965 server started (12702): version next-3.6, socket /tmp/tmux-0/default, protocol 8
1754597451.434972 on FreeBSD 14.3-RELEASE FreeBSD 14.3-RELEASE releng/14.3-n271432-8c9ce319fef7 GENERIC
1754597451.434975 using libevent 2.1.12-stable poll
1754597451.434978 using ncurses 6.5 20240427
1754597451.444417 yylex_token: S-Left
1754597451.444421 yylex_token: end at WS
1754597451.444423 yylex_token: refresh-client
1754597451.444426 yylex_token: end at WS
1754597451.444429 yylex_token: -L
1754597451.444432 yylex_token: end at WS
1754597451.444434 yylex_token: 10
1754597451.444438 cmd_parse_build_commands 0:0: bind
1754597451.444441 cmd_parse_build_commands 0:1: -N
1754597451.444444 cmd_parse_build_commands 0:2: Move the visible part of the window left
1754597451.444447 cmd_parse_build_commands 0:3: -r
1754597451.444450 cmd_parse_build_commands 0:4: S-Left
1754597451.444454 cmd_parse_build_commands 0:5 0:0: refresh-client
1754597451.444456 cmd_parse_build_commands 0:5 0:1: -L
1754597451.444459 cmd_parse_build_commands 0:5 0:2: 10
1754597451.444463 cmd_parse_build_commands 0:0: refresh-client
1754597451.444466 cmd_parse_build_commands 0:1: -L
1754597451.444469 cmd_parse_build_commands 0:2: 10
1754597451.444473 args_parse_flags: next -L
1754597451.444475 args_parse_flags: -L
1754597451.444478 args_parse_flags: next 10
1754597451.444481 args_parse: flags end at 2 of 3
1754597451.444484 args_parse: 2 = 10 (type STRING)
1754597451.444488 cmd_parse_build_commands: refresh-client -L 10
1754597451.444491 args_parse_flags: next -N
1754597451.444495 args_parse_flag_argument: -N = Move the visible part of the window left
1754597451.444498 args_parse_flags: next -r
1754597451.444500 args_parse_flags: -r
1754597451.444503 args_parse_flags: next S-Left
1754597451.444506 args_parse: flags end at 4 of 6
1754597451.444509 args_parse: 4 = S-Left (type STRING)
1754597451.444513 args_parse: 5 = refresh-client -L 10 (type COMMANDS)
1754597451.444521 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window left" S-Left { refresh-client -L 10 }
1754597451.444525 cmdq_get_command: [bind-key/0x1920492a1e00] group 622
1754597451.444528 cmdq_append <global>: [bind-key/0x1920492a1e00]
1754597451.444531 yylex_token: end at WS
1754597451.444534 yylex_token: bind
1754597451.444537 yylex_token: end at WS
1754597451.444540 yylex_token: -N
1754597451.444544 yylex_token: end at WS
1754597451.444547 yylex_token: Move the visible part of the window right
1754597451.444550 yylex_token: end at WS
1754597451.444553 yylex_token: -r
1754597451.444556 yylex_token: end at WS
1754597451.444559 yylex_token: S-Right
1754597451.444562 yylex_token: end at WS
1754597451.444565 yylex_token: refresh-client
1754597451.444568 yylex_token: end at WS
1754597451.444570 yylex_token: -R
1754597451.444573 yylex_token: end at WS
1754597451.444576 yylex_token: 10
1754597451.444580 cmd_parse_build_commands 0:0: bind
1754597451.444583 cmd_parse_build_commands 0:1: -N
1754597451.444586 cmd_parse_build_commands 0:2: Move the visible part of the window right
1754597451.444589 cmd_parse_build_commands 0:3: -r
1754597451.444592 cmd_parse_build_commands 0:4: S-Right
1754597451.444595 cmd_parse_build_commands 0:5 0:0: refresh-client
1754597451.444598 cmd_parse_build_commands 0:5 0:1: -R
1754597451.444601 cmd_parse_build_commands 0:5 0:2: 10
1754597451.444605 cmd_parse_build_commands 0:0: refresh-client
1754597451.444608 cmd_parse_build_commands 0:1: -R
1754597451.444610 cmd_parse_build_commands 0:2: 10
1754597451.444614 args_parse_flags: next -R
1754597451.444617 args_parse_flags: -R
1754597451.444620 args_parse_flags: next 10
1754597451.444623 args_parse: flags end at 2 of 3
1754597451.444626 args_parse: 2 = 10 (type STRING)
1754597451.444630 cmd_parse_build_commands: refresh-client -R 10
1754597451.444633 args_parse_flags: next -N
1754597451.444636 args_parse_flag_argument: -N = Move the visible part of the window right
1754597451.444639 args_parse_flags: next -r
1754597451.444642 args_parse_flags: -r
1754597451.444645 args_parse_flags: next S-Right
1754597451.444648 args_parse: flags end at 4 of 6
1754597451.444651 args_parse: 4 = S-Right (type STRING)
1754597451.444655 args_parse: 5 = refresh-client -R 10 (type COMMANDS)
1754597451.444663 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window right" S-Right { refresh-client -R 10 }
1754597451.444667 cmdq_get_command: [bind-key/0x1920492a1f00] group 630
1754597451.444670 cmdq_append <global>: [bind-key/0x1920492a1f00]
1754597451.444673 yylex_token: end at WS
1754597451.444675 yylex_token: bind
1754597451.444678 yylex_token: end at WS
1754597451.444689 yylex_token: -N
1754597451.444695 yylex_token: end at WS
1754597451.444698 yylex_token: Reset so the visible part of the window follows the cursor
1754597451.444701 yylex_token: end at WS
1754597451.444706 yylex_token: -r
1754597451.444709 yylex_token: end at WS
1754597451.444711 yylex_token: DC
1754597451.444715 yylex_token: end at WS
1754597451.444718 yylex_token: refresh-client
1754597451.444721 yylex_token: end at WS
1754597451.444723 yylex_token: -c
1754597451.444727 cmd_parse_build_commands 0:0: bind
1754597451.444730 cmd_parse_build_commands 0:1: -N
1754597451.444734 cmd_parse_build_commands 0:2: Reset so the visible part of the window follows the cursor
1754597451.444737 cmd_parse_build_commands 0:3: -r
1754597451.444740 cmd_parse_build_commands 0:4: DC
1754597451.444743 cmd_parse_build_commands 0:5 0:0: refresh-client
1754597451.444746 cmd_parse_build_commands 0:5 0:1: -c
1754597451.444751 cmd_parse_build_commands 0:0: refresh-client
1754597451.444754 cmd_parse_build_commands 0:1: -c
1754597451.444758 args_parse_flags: next -c
1754597451.444761 args_parse_flags: -c
1754597451.444764 args_parse: flags end at 2 of 2
1754597451.444767 cmd_parse_build_commands: refresh-client -c
1754597451.444770 args_parse_flags: next -N
1754597451.444774 args_parse_flag_argument: -N = Reset so the visible part of the window follows the cursor
1754597451.444777 args_parse_flags: next -r
1754597451.444780 args_parse_flags: -r
1754597451.444782 args_parse_flags: next DC
1754597451.444789 args_parse: flags end at 4 of 6
1754597451.444792 args_parse: 4 = DC (type STRING)
1754597451.444796 args_parse: 5 = refresh-client -c (type COMMANDS)
1754597451.444805 cmd_parse_build_commands: bind-key -r -N "Reset so the visible part of the window follows the cursor" DC { refresh-client -c }
1754597451.444808 cmdq_get_command: [bind-key/0x1920492b1000] group 638
1754597451.444812 cmdq_append <global>: [bind-key/0x1920492b1000]
1754597451.444815 yylex_token: end at WS
1754597451.444817 yylex_token: bind
1754597451.444820 yylex_token: end at WS
1754597451.444823 yylex_token: -N
1754597451.444827 yylex_token: end at WS
1754597451.444830 yylex_token: Resize the pane up by 5
1754597451.444839 yylex_token: end at WS
1754597451.444842 yylex_token: -r
1754597451.444845 yylex_token: end at WS
1754597451.444848 yylex_token: M-Up
1754597451.444851 yylex_token: end at WS
1754597451.444854 yylex_token: resize-pane
1754597451.444857 yylex_token: end at WS
1754597451.444859 yylex_token: -U
1754597451.444862 yylex_token: end at WS
1754597451.444865 yylex_token: 5
1754597451.444869 cmd_parse_build_commands 0:0: bind
1754597451.444871 cmd_parse_build_commands 0:1: -N
1754597451.444875 cmd_parse_build_commands 0:2: Resize the pane up by 5
1754597451.444877 cmd_parse_build_commands 0:3: -r
1754597451.444880 cmd_parse_build_commands 0:4: M-Up
1754597451.444884 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.444886 cmd_parse_build_commands 0:5 0:1: -U
1754597451.444889 cmd_parse_build_commands 0:5 0:2: 5
1754597451.444893 cmd_parse_build_commands 0:0: resize-pane
1754597451.444896 cmd_parse_build_commands 0:1: -U
1754597451.444899 cmd_parse_build_commands 0:2: 5
1754597451.444903 args_parse_flags: next -U
1754597451.444905 args_parse_flags: -U
1754597451.444908 args_parse_flags: next 5
1754597451.444911 args_parse: flags end at 2 of 3
1754597451.444914 args_parse: 2 = 5 (type STRING)
1754597451.444918 cmd_parse_build_commands: resize-pane -U 5
1754597451.444921 args_parse_flags: next -N
1754597451.444924 args_parse_flag_argument: -N = Resize the pane up by 5
1754597451.444927 args_parse_flags: next -r
1754597451.444930 args_parse_flags: -r
1754597451.444933 args_parse_flags: next M-Up
1754597451.444935 args_parse: flags end at 4 of 6
1754597451.444938 args_parse: 4 = M-Up (type STRING)
1754597451.444943 args_parse: 5 = resize-pane -U 5 (type COMMANDS)
1754597451.444950 cmd_parse_build_commands: bind-key -r -N "Resize the pane up by 5" M-Up { resize-pane -U 5 }
1754597451.444954 cmdq_get_command: [bind-key/0x1920492b1100] group 646
1754597451.444957 cmdq_append <global>: [bind-key/0x1920492b1100]
1754597451.444961 yylex_token: end at WS
1754597451.444963 yylex_token: bind
1754597451.444966 yylex_token: end at WS
1754597451.444969 yylex_token: -N
1754597451.444973 yylex_token: end at WS
1754597451.444976 yylex_token: Resize the pane down by 5
1754597451.444979 yylex_token: end at WS
1754597451.444981 yylex_token: -r
1754597451.444984 yylex_token: end at WS
1754597451.444987 yylex_token: M-Down
1754597451.444990 yylex_token: end at WS
1754597451.444993 yylex_token: resize-pane
1754597451.444996 yylex_token: end at WS
1754597451.444999 yylex_token: -D
1754597451.445001 yylex_token: end at WS
1754597451.445004 yylex_token: 5
1754597451.445008 cmd_parse_build_commands 0:0: bind
1754597451.445011 cmd_parse_build_commands 0:1: -N
1754597451.445014 cmd_parse_build_commands 0:2: Resize the pane down by 5
1754597451.445017 cmd_parse_build_commands 0:3: -r
1754597451.445020 cmd_parse_build_commands 0:4: M-Down
1754597451.445023 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445026 cmd_parse_build_commands 0:5 0:1: -D
1754597451.445029 cmd_parse_build_commands 0:5 0:2: 5
1754597451.445033 cmd_parse_build_commands 0:0: resize-pane
1754597451.445036 cmd_parse_build_commands 0:1: -D
1754597451.445038 cmd_parse_build_commands 0:2: 5
1754597451.445042 args_parse_flags: next -D
1754597451.445045 args_parse_flags: -D
1754597451.445048 args_parse_flags: next 5
1754597451.445051 args_parse: flags end at 2 of 3
1754597451.445054 args_parse: 2 = 5 (type STRING)
1754597451.445058 cmd_parse_build_commands: resize-pane -D 5
1754597451.445061 args_parse_flags: next -N
1754597451.445064 args_parse_flag_argument: -N = Resize the pane down by 5
1754597451.445067 args_parse_flags: next -r
1754597451.445069 args_parse_flags: -r
1754597451.445072 args_parse_flags: next M-Down
1754597451.445075 args_parse: flags end at 4 of 6
1754597451.445078 args_parse: 4 = M-Down (type STRING)
1754597451.445082 args_parse: 5 = resize-pane -D 5 (type COMMANDS)
1754597451.445090 cmd_parse_build_commands: bind-key -r -N "Resize the pane down by 5" M-Down { resize-pane -D 5 }
1754597451.445093 cmdq_get_command: [bind-key/0x1920492b1200] group 654
1754597451.445097 cmdq_append <global>: [bind-key/0x1920492b1200]
1754597451.445100 yylex_token: end at WS
1754597451.445103 yylex_token: bind
1754597451.445106 yylex_token: end at WS
1754597451.445108 yylex_token: -N
1754597451.445112 yylex_token: end at WS
1754597451.445115 yylex_token: Resize the pane left by 5
1754597451.445118 yylex_token: end at WS
1754597451.445121 yylex_token: -r
1754597451.445124 yylex_token: end at WS
1754597451.445127 yylex_token: M-Left
1754597451.445130 yylex_token: end at WS
1754597451.445133 yylex_token: resize-pane
1754597451.445135 yylex_token: end at WS
1754597451.445138 yylex_token: -L
1754597451.445141 yylex_token: end at WS
1754597451.445143 yylex_token: 5
1754597451.445147 cmd_parse_build_commands 0:0: bind
1754597451.445150 cmd_parse_build_commands 0:1: -N
1754597451.445153 cmd_parse_build_commands 0:2: Resize the pane left by 5
1754597451.445156 cmd_parse_build_commands 0:3: -r
1754597451.445159 cmd_parse_build_commands 0:4: M-Left
1754597451.445162 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445165 cmd_parse_build_commands 0:5 0:1: -L
1754597451.445168 cmd_parse_build_commands 0:5 0:2: 5
1754597451.445172 cmd_parse_build_commands 0:0: resize-pane
1754597451.445175 cmd_parse_build_commands 0:1: -L
1754597451.445178 cmd_parse_build_commands 0:2: 5
1754597451.445181 args_parse_flags: next -L
1754597451.445184 args_parse_flags: -L
1754597451.445187 args_parse_flags: next 5
1754597451.445190 args_parse: flags end at 2 of 3
1754597451.445193 args_parse: 2 = 5 (type STRING)
1754597451.445197 cmd_parse_build_commands: resize-pane -L 5
1754597451.445200 args_parse_flags: next -N
1754597451.445203 args_parse_flag_argument: -N = Resize the pane left by 5
1754597451.445206 args_parse_flags: next -r
1754597451.445209 args_parse_flags: -r
1754597451.445212 args_parse_flags: next M-Left
1754597451.445214 args_parse: flags end at 4 of 6
1754597451.445217 args_parse: 4 = M-Left (type STRING)
1754597451.445221 args_parse: 5 = resize-pane -L 5 (type COMMANDS)
1754597451.445229 cmd_parse_build_commands: bind-key -r -N "Resize the pane left by 5" M-Left { resize-pane -L 5 }
1754597451.445232 cmdq_get_command: [bind-key/0x1920492b1300] group 662
1754597451.445235 cmdq_append <global>: [bind-key/0x1920492b1300]
1754597451.445238 yylex_token: end at WS
1754597451.445241 yylex_token: bind
1754597451.445244 yylex_token: end at WS
1754597451.445247 yylex_token: -N
1754597451.445251 yylex_token: end at WS
1754597451.445254 yylex_token: Resize the pane right by 5
1754597451.445257 yylex_token: end at WS
1754597451.445259 yylex_token: -r
1754597451.445262 yylex_token: end at WS
1754597451.445265 yylex_token: M-Right
1754597451.445268 yylex_token: end at WS
1754597451.445271 yylex_token: resize-pane
1754597451.445274 yylex_token: end at WS
1754597451.445277 yylex_token: -R
1754597451.445280 yylex_token: end at WS
1754597451.445282 yylex_token: 5
1754597451.445286 cmd_parse_build_commands 0:0: bind
1754597451.445289 cmd_parse_build_commands 0:1: -N
1754597451.445292 cmd_parse_build_commands 0:2: Resize the pane right by 5
1754597451.445295 cmd_parse_build_commands 0:3: -r
1754597451.445298 cmd_parse_build_commands 0:4: M-Right
1754597451.445301 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445304 cmd_parse_build_commands 0:5 0:1: -R
1754597451.445307 cmd_parse_build_commands 0:5 0:2: 5
1754597451.445310 cmd_parse_build_commands 0:0: resize-pane
1754597451.445313 cmd_parse_build_commands 0:1: -R
1754597451.445316 cmd_parse_build_commands 0:2: 5
1754597451.445320 args_parse_flags: next -R
1754597451.445323 args_parse_flags: -R
1754597451.445326 args_parse_flags: next 5
1754597451.445328 args_parse: flags end at 2 of 3
1754597451.445331 args_parse: 2 = 5 (type STRING)
1754597451.445335 cmd_parse_build_commands: resize-pane -R 5
1754597451.445338 args_parse_flags: next -N
1754597451.445342 args_parse_flag_argument: -N = Resize the pane right by 5
1754597451.445345 args_parse_flags: next -r
1754597451.445347 args_parse_flags: -r
1754597451.445350 args_parse_flags: next M-Right
1754597451.445353 args_parse: flags end at 4 of 6
1754597451.445356 args_parse: 4 = M-Right (type STRING)
1754597451.445360 args_parse: 5 = resize-pane -R 5 (type COMMANDS)
1754597451.445367 cmd_parse_build_commands: bind-key -r -N "Resize the pane right by 5" M-Right { resize-pane -R 5 }
1754597451.445371 cmdq_get_command: [bind-key/0x1920492b1400] group 670
1754597451.445374 cmdq_append <global>: [bind-key/0x1920492b1400]
1754597451.445377 yylex_token: end at WS
1754597451.445380 yylex_token: bind
1754597451.445383 yylex_token: end at WS
1754597451.445385 yylex_token: -N
1754597451.445389 yylex_token: end at WS
1754597451.445392 yylex_token: Resize the pane up
1754597451.445395 yylex_token: end at WS
1754597451.445397 yylex_token: -r
1754597451.445400 yylex_token: end at WS
1754597451.445403 yylex_token: C-Up
1754597451.445406 yylex_token: end at WS
1754597451.445409 yylex_token: resize-pane
1754597451.445412 yylex_token: end at WS
1754597451.445415 yylex_token: -U
1754597451.445418 cmd_parse_build_commands 0:0: bind
1754597451.445421 cmd_parse_build_commands 0:1: -N
1754597451.445424 cmd_parse_build_commands 0:2: Resize the pane up
1754597451.445427 cmd_parse_build_commands 0:3: -r
1754597451.445430 cmd_parse_build_commands 0:4: C-Up
1754597451.445433 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445436 cmd_parse_build_commands 0:5 0:1: -U
1754597451.445440 cmd_parse_build_commands 0:0: resize-pane
1754597451.445443 cmd_parse_build_commands 0:1: -U
1754597451.445446 args_parse_flags: next -U
1754597451.445449 args_parse_flags: -U
1754597451.445452 args_parse: flags end at 2 of 2
1754597451.445456 cmd_parse_build_commands: resize-pane -U
1754597451.445459 args_parse_flags: next -N
1754597451.445462 args_parse_flag_argument: -N = Resize the pane up
1754597451.445465 args_parse_flags: next -r
1754597451.445467 args_parse_flags: -r
1754597451.445470 args_parse_flags: next C-Up
1754597451.445473 args_parse: flags end at 4 of 6
1754597451.445476 args_parse: 4 = C-Up (type STRING)
1754597451.445480 args_parse: 5 = resize-pane -U (type COMMANDS)
1754597451.445486 cmd_parse_build_commands: bind-key -r -N "Resize the pane up" C-Up { resize-pane -U }
1754597451.445490 cmdq_get_command: [bind-key/0x1920492b1500] group 678
1754597451.445493 cmdq_append <global>: [bind-key/0x1920492b1500]
1754597451.445496 yylex_token: end at WS
1754597451.445499 yylex_token: bind
1754597451.445502 yylex_token: end at WS
1754597451.445505 yylex_token: -N
1754597451.445508 yylex_token: end at WS
1754597451.445511 yylex_token: Resize the pane down
1754597451.445514 yylex_token: end at WS
1754597451.445517 yylex_token: -r
1754597451.445520 yylex_token: end at WS
1754597451.445522 yylex_token: C-Down
1754597451.445526 yylex_token: end at WS
1754597451.445528 yylex_token: resize-pane
1754597451.445531 yylex_token: end at WS
1754597451.445534 yylex_token: -D
1754597451.445538 cmd_parse_build_commands 0:0: bind
1754597451.445541 cmd_parse_build_commands 0:1: -N
1754597451.445544 cmd_parse_build_commands 0:2: Resize the pane down
1754597451.445547 cmd_parse_build_commands 0:3: -r
1754597451.445550 cmd_parse_build_commands 0:4: C-Down
1754597451.445553 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445556 cmd_parse_build_commands 0:5 0:1: -D
1754597451.445560 cmd_parse_build_commands 0:0: resize-pane
1754597451.445562 cmd_parse_build_commands 0:1: -D
1754597451.445566 args_parse_flags: next -D
1754597451.445569 args_parse_flags: -D
1754597451.445572 args_parse: flags end at 2 of 2
1754597451.445576 cmd_parse_build_commands: resize-pane -D
1754597451.445579 args_parse_flags: next -N
1754597451.445582 args_parse_flag_argument: -N = Resize the pane down
1754597451.445585 args_parse_flags: next -r
1754597451.445588 args_parse_flags: -r
1754597451.445591 args_parse_flags: next C-Down
1754597451.445593 args_parse: flags end at 4 of 6
1754597451.445597 args_parse: 4 = C-Down (type STRING)
1754597451.445600 args_parse: 5 = resize-pane -D (type COMMANDS)
1754597451.445607 cmd_parse_build_commands: bind-key -r -N "Resize the pane down" C-Down { resize-pane -D }
1754597451.445611 cmdq_get_command: [bind-key/0x1920492b1600] group 686
1754597451.445614 cmdq_append <global>: [bind-key/0x1920492b1600]
1754597451.445617 yylex_token: end at WS
1754597451.445620 yylex_token: bind
1754597451.445623 yylex_token: end at WS
1754597451.445625 yylex_token: -N
1754597451.445629 yylex_token: end at WS
1754597451.445632 yylex_token: Resize the pane left
1754597451.445635 yylex_token: end at WS
1754597451.445637 yylex_token: -r
1754597451.445640 yylex_token: end at WS
1754597451.445643 yylex_token: C-Left
1754597451.445647 yylex_token: end at WS
1754597451.445649 yylex_token: resize-pane
1754597451.445652 yylex_token: end at WS
1754597451.445655 yylex_token: -L
1754597451.445658 cmd_parse_build_commands 0:0: bind
1754597451.445661 cmd_parse_build_commands 0:1: -N
1754597451.445664 cmd_parse_build_commands 0:2: Resize the pane left
1754597451.445667 cmd_parse_build_commands 0:3: -r
1754597451.445670 cmd_parse_build_commands 0:4: C-Left
1754597451.445673 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445676 cmd_parse_build_commands 0:5 0:1: -L
1754597451.445680 cmd_parse_build_commands 0:0: resize-pane
1754597451.445683 cmd_parse_build_commands 0:1: -L
1754597451.445687 args_parse_flags: next -L
1754597451.445689 args_parse_flags: -L
1754597451.445692 args_parse: flags end at 2 of 2
1754597451.445696 cmd_parse_build_commands: resize-pane -L
1754597451.445699 args_parse_flags: next -N
1754597451.445702 args_parse_flag_argument: -N = Resize the pane left
1754597451.445705 args_parse_flags: next -r
1754597451.445707 args_parse_flags: -r
1754597451.445710 args_parse_flags: next C-Left
1754597451.445713 args_parse: flags end at 4 of 6
1754597451.445716 args_parse: 4 = C-Left (type STRING)
1754597451.445720 args_parse: 5 = resize-pane -L (type COMMANDS)
1754597451.445727 cmd_parse_build_commands: bind-key -r -N "Resize the pane left" C-Left { resize-pane -L }
1754597451.445730 cmdq_get_command: [bind-key/0x1920492b1700] group 694
1754597451.445733 cmdq_append <global>: [bind-key/0x1920492b1700]
1754597451.445736 yylex_token: end at WS
1754597451.445739 yylex_token: bind
1754597451.445742 yylex_token: end at WS
1754597451.445745 yylex_token: -N
1754597451.445749 yylex_token: end at WS
1754597451.445752 yylex_token: Resize the pane right
1754597451.445754 yylex_token: end at WS
1754597451.445757 yylex_token: -r
1754597451.445760 yylex_token: end at WS
1754597451.445763 yylex_token: C-Right
1754597451.445766 yylex_token: end at WS
1754597451.445769 yylex_token: resize-pane
1754597451.445772 yylex_token: end at WS
1754597451.445775 yylex_token: -R
1754597451.445778 cmd_parse_build_commands 0:0: bind
1754597451.445781 cmd_parse_build_commands 0:1: -N
1754597451.445787 cmd_parse_build_commands 0:2: Resize the pane right
1754597451.445790 cmd_parse_build_commands 0:3: -r
1754597451.445793 cmd_parse_build_commands 0:4: C-Right
1754597451.445797 cmd_parse_build_commands 0:5 0:0: resize-pane
1754597451.445800 cmd_parse_build_commands 0:5 0:1: -R
1754597451.445803 cmd_parse_build_commands 0:0: resize-pane
1754597451.445806 cmd_parse_build_commands 0:1: -R
1754597451.445810 args_parse_flags: next -R
1754597451.445813 args_parse_flags: -R
1754597451.445816 args_parse: flags end at 2 of 2
1754597451.445819 cmd_parse_build_commands: resize-pane -R
1754597451.445822 args_parse_flags: next -N
1754597451.445825 args_parse_flag_argument: -N = Resize the pane right
1754597451.445828 args_parse_flags: next -r
1754597451.445831 args_parse_flags: -r
1754597451.445833 args_parse_flags: next C-Right
1754597451.445836 args_parse: flags end at 4 of 6
1754597451.445839 args_parse: 4 = C-Right (type STRING)
1754597451.445843 args_parse: 5 = resize-pane -R (type COMMANDS)
1754597451.445850 cmd_parse_build_commands: bind-key -r -N "Resize the pane right" C-Right { resize-pane -R }
1754597451.445854 cmdq_get_command: [bind-key/0x1920492b1800] group 702
1754597451.445858 cmdq_append <global>: [bind-key/0x1920492b1800]
1754597451.445862 yylex_token: end at WS
1754597451.445864 yylex_token: bind
1754597451.445867 yylex_token: end at WS
1754597451.445870 yylex_token: -N
1754597451.445874 yylex_token: end at WS
1754597451.445876 yylex_token: Display window menu
1754597451.445879 yylex_token: end at WS
1754597451.445882 yylex_token: <
1754597451.445885 yylex_token: end at WS
1754597451.445888 yylex_token: display-menu
1754597451.445891 yylex_token: end at WS
1754597451.445894 yylex_token: -xW
1754597451.445897 yylex_token: end at WS
1754597451.445899 yylex_token: -yW
1754597451.445903 yylex_token: end at WS
1754597451.445907 yylex_token: -T
1754597451.445914 yylex_token: end at WS
1754597451.445918 yylex_token: #[align=centre]#{window_index}:#{window_name}
1754597451.445925 yylex_token: end at WS
1754597451.445929 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1754597451.445933 yylex_token: end at WS
1754597451.445937 yylex_token: l
1754597451.445942 yylex_token: end at WS
1754597451.445946 yylex_token: swap-window
1754597451.445950 yylex_token: end at }
1754597451.445953 yylex_token: -t:-1
1754597451.445958 yylex_token: end at WS
1754597451.445961 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1754597451.445964 yylex_token: end at WS
1754597451.445967 yylex_token: r
1754597451.445970 yylex_token: end at WS
1754597451.445973 yylex_token: swap-window
1754597451.445976 yylex_token: end at }
1754597451.445979 yylex_token: -t:+1
1754597451.445983 yylex_token: end at WS
1754597451.445986 yylex_token: #{?pane_marked_set,,-}Swap Marked
1754597451.445989 yylex_token: end at WS
1754597451.445992 yylex_token: s
1754597451.445996 yylex_token: end at }
1754597451.445999 yylex_token: swap-window
1754597451.446003 yylex_token: end at WS
1754597451.446006 yylex_token: 
1754597451.446009 yylex_token: end at WS
1754597451.446012 yylex_token: Kill
1754597451.446014 yylex_token: end at WS
1754597451.446018 yylex_token: X
1754597451.446024 yylex_token: end at }
1754597451.446027 yylex_token: kill-window
1754597451.446032 yylex_token: end at WS
1754597451.446037 yylex_token: Respawn
1754597451.446041 yylex_token: end at WS
1754597451.446045 yylex_token: R
1754597451.446051 yylex_token: end at WS
1754597451.446055 yylex_token: respawn-window
1754597451.446058 yylex_token: end at }
1754597451.446061 yylex_token: -k
1754597451.446065 yylex_token: end at WS
1754597451.446068 yylex_token: #{?pane_marked,Unmark,Mark}
1754597451.446071 yylex_token: end at WS
1754597451.446074 yylex_token: m
1754597451.446077 yylex_token: end at WS
1754597451.446080 yylex_token: select-pane
1754597451.446083 yylex_token: end at }
1754597451.446087 yylex_token: -m
1754597451.446090 yylex_token: end at WS
1754597451.446093 yylex_token: Rename
1754597451.446096 yylex_token: end at WS
1754597451.446098 yylex_token: n
1754597451.446102 yylex_token: end at WS
1754597451.446104 yylex_token: command-prompt
1754597451.446107 yylex_token: end at WS
1754597451.446110 yylex_token: -FI
1754597451.446113 yylex_token: end at WS
1754597451.446116 yylex_token: #W
1754597451.446119 yylex_token: end at WS
1754597451.446122 yylex_token: rename-window
1754597451.446125 yylex_token: end at WS
1754597451.446127 yylex_token: -t
1754597451.446131 yylex_token: end at WS
1754597451.446133 yylex_token: #{window_id}
1754597451.446137 yylex_token: end at WS
1754597451.446141 yylex_token: --
1754597451.446145 yylex_token: end at }
1754597451.446150 yylex_token: %%
1754597451.446155 yylex_token: end at WS
1754597451.446159 yylex_token: 
1754597451.446166 yylex_token: end at WS
1754597451.446169 yylex_token: New After
1754597451.446172 yylex_token: end at WS
1754597451.446175 yylex_token: w
1754597451.446178 yylex_token: end at WS
1754597451.446181 yylex_token: new-window
1754597451.446184 yylex_token: end at }
1754597451.446186 yylex_token: -a
1754597451.446190 yylex_token: end at WS
1754597451.446193 yylex_token: New At End
1754597451.446196 yylex_token: end at WS
1754597451.446198 yylex_token: W
1754597451.446202 yylex_token: end at }
1754597451.446204 yylex_token: new-window
1754597451.446209 cmd_parse_build_commands 0:0: bind
1754597451.446212 cmd_parse_build_commands 0:1: -N
1754597451.446215 cmd_parse_build_commands 0:2: Display window menu
1754597451.446218 cmd_parse_build_commands 0:3: <
1754597451.446221 cmd_parse_build_commands 0:4 0:0: display-menu
1754597451.446224 cmd_parse_build_commands 0:4 0:1: -xW
1754597451.446227 cmd_parse_build_commands 0:4 0:2: -yW
1754597451.446230 cmd_parse_build_commands 0:4 0:3: -T
1754597451.446234 cmd_parse_build_commands 0:4 0:4: #[align=centre]#{window_index}:#{window_name}
1754597451.446237 cmd_parse_build_commands 0:4 0:5: #{?#{>:#{session_windows},1},,-}Swap Left
1754597451.446240 cmd_parse_build_commands 0:4 0:6: l
1754597451.446244 cmd_parse_build_commands 0:4 0:7 0:0: swap-window
1754597451.446247 cmd_parse_build_commands 0:4 0:7 0:1: -t:-1
1754597451.446252 cmd_parse_build_commands 0:4 0:8: #{?#{>:#{session_windows},1},,-}Swap Right
1754597451.446257 cmd_parse_build_commands 0:4 0:9: r
1754597451.446262 cmd_parse_build_commands 0:4 0:10 0:0: swap-window
1754597451.446267 cmd_parse_build_commands 0:4 0:10 0:1: -t:+1
1754597451.446272 cmd_parse_build_commands 0:4 0:11: #{?pane_marked_set,,-}Swap Marked
1754597451.446277 cmd_parse_build_commands 0:4 0:12: s
1754597451.446281 cmd_parse_build_commands 0:4 0:13 0:0: swap-window
1754597451.446284 cmd_parse_build_commands 0:4 0:14: 
1754597451.446287 cmd_parse_build_commands 0:4 0:15: Kill
1754597451.446290 cmd_parse_build_commands 0:4 0:16: X
